dataset,encoder,target_domain,budget,combination,selected_sample_count,selected_sample_ids_sha256,target_test_count,ridge_regularization,ridge_solver,evaluation_seconds,target_a_proxy_estimate,target_a_proxy_first_half,target_a_proxy_second_half,target_a_proxy_half_relative_difference,squared_loss,brier_score,nll,accuracy,macro_f1,ece,brier_rank,target_a_proxy_rank,in_brier_top_q,normalized_brier_regret
office_home,dinov2_b14,Art,3,Clipart__block_00|Clipart__block_01|Product__block_02,3323,3778c2009705a74630cd6eb07108a849e48ff2a523187e219ca3c914227697ca,1686,1.0,primal,0.08329113572835922,0.2618720952130484,0.2607076713025251,0.2630365191235717,0.008893073617301347,0.5354507545270996,0.9639982670849677,3.6907000770700593,0.7947805456702254,0.7560872381805798,0.7683105776529768,178,185,0,0.0026232857901369623
office_home,dinov2_b14,Art,3,Clipart__block_00|Clipart__block_01|Product__block_03,3279,ef230ec4e4941c5cd0ca78081aa611f80e821371ed3a318547b1ce700c7b483a,1686,1.0,primal,0.08496580272912979,0.2641116166982933,0.2623514421756395,0.2658717912209471,0.013329020091263457,0.5290155741975955,0.9639003779795621,3.6893054612785954,0.8042704626334519,0.7694832691273906,0.7778138833130328,169,196,0,0.0025214745111585782
office_home,dinov2_b14,Art,3,Clipart__block_00|Clipart__block_01|Real World__block_00,3252,8d2bae20c2d9898f196f26583af88d8d88cea901e3f622d0a35f8942219736b2,1686,1.0,primal,0.08529364317655563,0.2349927126793677,0.2344531308014174,0.235532294557318,0.004592328602857838,0.48979630037910526,0.9624170555261035,3.6613656494533764,0.8155397390272835,0.7891861053742555,0.7883073846938264,116,130,0,0.0009787190073855846
office_home,dinov2_b14,Art,3,Clipart__block_00|Clipart__block_01|Real World__block_01,3267,34fc3b211bba65796e0b3e31d5df8a7f3c8c987d6b4cecf4b7c4b6ee87667317,1686,1.0,primal,0.08687497861683369,0.23498785695643631,0.23536202742963733,0.23461368648323522,0.0031845941151795016,0.48941276637319453,0.9623990534192849,3.6612923168465894,0.82502965599051,0.7934303902106244,0.797803655490679,112,129,0,0.0009599956008133302
office_home,dinov2_b14,Art,3,Clipart__block_00|Clipart__block_01|Real World__block_02,3288,4b4740747471d623d31cbfa641603adbb44660339cf42a33994905d764c1ecb6,1686,1.0,primal,0.08785135112702847,0.22969350941311484,0.22902685584331334,0.2303601629829164,0.005804722749936482,0.48826968094560175,0.9622114759345568,3.657703371678369,0.8173190984578885,0.7933489796076119,0.7899659768131038,45,111,0,0.000764902351686415
office_home,dinov2_b14,Art,3,Clipart__block_00|Clipart__block_01|Real World__block_03,3349,58a0019fd85d8f8bf630ec4e6982edb4bc72a5ca0319e237b9941faaad287142,1686,1.0,primal,0.09425394795835018,0.22903343507913276,0.22953593156611365,0.22853093859215187,0.004387974941800745,0.48375250561102817,0.9621479878895219,3.6563628160436754,0.8226571767497034,0.7893049137706225,0.7953521245968684,38,108,0,0.0006988704982125144
office_home,dinov2_b14,Art,3,Clipart__block_00|Clipart__block_02|Clipart__block_03,3288,92f4da2679a2cc8de9bc4b0f7a561a62abc1ea4c06949ece0d91905728496c86,1686,1.0,primal,0.09015469625592232,0.2946275698752678,0.2930943851645079,0.2961607545860277,0.010407611965227631,0.5725338460544855,0.9654368088038774,3.71734783617881,0.7823250296559905,0.7387344262581775,0.7566026590662522,216,217,0,0.004119466306436871
office_home,dinov2_b14,Art,3,Clipart__block_00|Clipart__block_02|Product__block_00,3326,f0d48b0e226d5e1585bbd9e5e349a4f8b986e1e941044c2a1bd622ac533e8604,1686,1.0,primal,0.09288768470287323,0.2592878751234956,0.25756322085794014,0.261012529389051,0.013303007437073557,0.5333685557794939,0.9641098356651465,3.693005736298172,0.8013048635824437,0.7598463037200959,0.7749223429555817,185,170,0,0.002739324646501368
office_home,dinov2_b14,Art,3,Clipart__block_00|Clipart__block_02|Product__block_01,3283,16999dded6d0bf53b88dbeb84e8b15b50f5ab97a62fd5de8f527af49d1e64b3e,1686,1.0,primal,0.0810518991202116,0.2642126855351113,0.2631208434250533,0.26530452764516915,0.008264872731955345,0.5326402979533299,0.9641015468748914,3.6923901051992454,0.8030842230130486,0.763387556235493,0.7767120913319352,184,200,0,0.0027307037449866944
office_home,dinov2_b14,Art,3,Clipart__block_00|Clipart__block_02|Product__block_02,3305,6ba425e13c4f9a720ce82f33f1a476574f4ef29fe20b22c0ab30196a013b7d52,1686,1.0,primal,0.08912619203329086,0.2620688103175862,0.2605167202564671,0.2636209003787053,0.011844904849517947,0.5381016652671021,0.9642419161633962,3.695572563731457,0.7930011862396203,0.7527823115194879,0.7666506494919746,189,186,0,0.002876697282599876
office_home,dinov2_b14,Art,3,Clipart__block_00|Clipart__block_02|Product__block_03,3261,1ab0c75fef9505d661c16fc76decaa422b5b3810861fa8eed2350adc5654cb04,1686,1.0,primal,0.08488856256008148,0.26421758569563875,0.2619639514417162,0.26647121994956113,0.0170589270050973,0.5327234986717576,0.9641499645053453,3.6944894636412187,0.7935943060498221,0.7531505276310364,0.7672626280427006,187,201,0,0.002781061349759875
office_home,dinov2_b14,Art,3,Clipart__block_00|Clipart__block_02|Real World__block_00,3234,4f690d24caa62f96bc44e528f5119f53148dcef72bade5eb7874545490826e85,1686,1.0,primal,0.08489185944199562,0.23583215009047115,0.23475167780786083,0.23691262237308147,0.009163061797942533,0.4940854134140279,0.9626383837544085,3.6657902049875934,0.8054567022538552,0.778741020489288,0.7783203070402116,139,134,0,0.0012089153086427488
office_home,dinov2_b14,Art,3,Clipart__block_00|Clipart__block_02|Real World__block_01,3249,b32a7b8072bbc4d644c717c659aee6131f3d79f21ff336f2b3b775443a2ce989,1686,1.0,primal,0.09088614769279957,0.23588389878578736,0.2356537946097549,0.2361140029618198,0.0019509951905739126,0.49073217585129625,0.9625752258819205,3.6645594301733726,0.8173190984578885,0.7859441069615986,0.7901961354371796,133,135,0,0.0011432268569104406
office_home,dinov2_b14,Art,3,Clipart__block_00|Clipart__block_02|Real World__block_02,3270,33f5f2b596ba5d8b28be36a8b60a3939b0ecf79ab526fd680c84b85481047659,1686,1.0,primal,0.08624945394694805,0.23060703409460265,0.2292947642308806,0.2319193039583247,0.011381004650393331,0.49073554356301835,0.9624103359243359,3.6615623279385225,0.8107947805456702,0.7858224765218589,0.7835377734483981,114,120,0,0.000971730167847757
office_home,dinov2_b14,Art,3,Clipart__block_00|Clipart__block_02|Real World__block_03,3331,ffd8aba9936b219cc58c36425dbc908a11d64a4693c4930c0e86b8e20d5ad23d,1686,1.0,primal,0.08773440681397915,0.2298435590973921,0.22982458687900997,0.22986253131577422,0.0001650881012861865,0.4867625031254157,0.9623236854828648,3.6599040206618367,0.8149466192170819,0.7830162932064241,0.7877237916325867,82,113,0,0.0008816078581826397
office_home,dinov2_b14,Art,3,Clipart__block_00|Clipart__block_03|Product__block_00,3371,97d7762e26d9f64b3ab5e06e6784b1b300024e8618ad6111ed80f68ed596ac04,1686,1.0,primal,0.08368432708084583,0.25929505442500617,0.2582631571898989,0.26032695166011344,0.007959251188924764,0.5302264807308495,0.9639328947602653,3.689032436711426,0.8102016607354685,0.7665337501498569,0.7837677831419314,173,171,0,0.0025552941585845093
office_home,dinov2_b14,Art,3,Clipart__block_00|Clipart__block_03|Product__block_01,3328,20f20abfeb87007e1354befe211b715f69ccfdebfc2190eb0e89a4ef81bb6f86,1686,1.0,primal,0.08522230200469494,0.2642179648288473,0.2638942750408621,0.2645416546168326,0.0024501724414910647,0.5280199742775309,0.963906686890717,3.6879221983105275,0.8119810201660735,0.7718930113194453,0.7855554574701137,171,202,0,0.002528036204729928
office_home,dinov2_b14,Art,3,Clipart__block_00|Clipart__block_03|Product__block_02,3350,9835dcf3b9ceef85221361acfee26dc0f32e61be6725701eff0b4bd804931ee5,1686,1.0,primal,0.09393343888223171,0.2622340258712178,0.26135569822123883,0.26311235352119683,0.006698807655192259,0.5358344669214272,0.9641135183071138,3.6926411291932983,0.797153024911032,0.7584037870180703,0.7707759125624002,186,187,0,0.0027431548427949465
office_home,dinov2_b14,Art,3,Clipart__block_00|Clipart__block_03|Product__block_03,3306,3574544df3e5ae749c32c67396a327e59cd19b620e4399ff81b25cb5e77a3482,1686,1.0,primal,0.11069124937057495,0.26418670343237266,0.26260214105524793,0.2657712658094974,0.011995776899728439,0.5308945004359832,0.964013017212428,3.691203062832392,0.8078291814946619,0.7664042170429484,0.7814661528228973,179,198,0,0.0026386269186068475
