encoder,source,source_domain,adapter_seed,target,validation_accuracy,test_accuracy,source_samples,steps,width,batch_size,ridge,training_seconds,evaluation_seconds,device
resnet50,rendered_sst2,rendered_text,4,oxford_pets,0.8700946569442749,0.8623602986335754,500,600,256,128,0.01,1.2181823495775461,0.020904414355754852,npu:6
resnet50,retinamnist,medical,0,beans,0.826923131942749,0.8984375,500,600,256,128,0.01,1.2214434910565615,0.01661156862974167,npu:6
resnet50,retinamnist,medical,0,dtd,0.6223404407501221,0.6063829660415649,500,600,256,128,0.01,1.2214434910565615,0.018329475075006485,npu:6
resnet50,retinamnist,medical,0,eurosat,0.8856858015060425,0.9048148393630981,500,600,256,128,0.01,1.2214434910565615,0.02221543900668621,npu:6
resnet50,retinamnist,medical,0,flowers102,0.6029412746429443,0.6559999585151672,500,600,256,128,0.01,1.2214434910565615,0.02011421136558056,npu:6
resnet50,retinamnist,medical,0,food101,0.393069326877594,0.4269999861717224,500,600,256,128,0.01,1.2214434910565615,0.04106013663113117,npu:6
resnet50,retinamnist,medical,0,gtsrb,0.6499508619308472,0.555400013923645,500,600,256,128,0.01,1.2214434910565615,0.022182079032063484,npu:6
resnet50,retinamnist,medical,0,oxford_pets,0.9052773118019104,0.8849822282791138,500,600,256,128,0.01,1.2214434910565615,0.019994361326098442,npu:6
resnet50,retinamnist,medical,1,beans,0.8798077702522278,0.8828125,500,600,256,128,0.01,1.215289430692792,0.015989849343895912,npu:6
resnet50,retinamnist,medical,1,dtd,0.6063829660415649,0.620212733745575,500,600,256,128,0.01,1.215289430692792,0.01895722933113575,npu:6
resnet50,retinamnist,medical,1,eurosat,0.8916500806808472,0.9081481695175171,500,600,256,128,0.01,1.215289430692792,0.0200592540204525,npu:6
resnet50,retinamnist,medical,1,flowers102,0.5882353782653809,0.652999997138977,500,600,256,128,0.01,1.215289430692792,0.018995771184563637,npu:6
resnet50,retinamnist,medical,1,food101,0.39603960514068604,0.421999990940094,500,600,256,128,0.01,1.215289430692792,0.02369747683405876,npu:6
resnet50,retinamnist,medical,1,gtsrb,0.6548672914505005,0.5467999577522278,500,600,256,128,0.01,1.215289430692792,0.021681131795048714,npu:6
resnet50,retinamnist,medical,1,oxford_pets,0.8958050012588501,0.8838920593261719,500,600,256,128,0.01,1.215289430692792,0.019934335723519325,npu:6
resnet50,retinamnist,medical,2,beans,0.8605769872665405,0.8671875,500,600,256,128,0.01,1.225936871021986,0.01661023125052452,npu:6
resnet50,retinamnist,medical,2,dtd,0.6170213222503662,0.6005319356918335,500,600,256,128,0.01,1.225936871021986,0.018426788970828056,npu:6
resnet50,retinamnist,medical,2,eurosat,0.889661967754364,0.8907407522201538,500,600,256,128,0.01,1.225936871021986,0.021186308935284615,npu:6
resnet50,retinamnist,medical,2,flowers102,0.6127451658248901,0.6633999943733215,500,600,256,128,0.01,1.225936871021986,0.018308907747268677,npu:6
resnet50,retinamnist,medical,2,food101,0.393069326877594,0.4293999969959259,500,600,256,128,0.01,1.225936871021986,0.022498922422528267,npu:6
resnet50,retinamnist,medical,2,gtsrb,0.6558505296707153,0.5593999624252319,500,600,256,128,0.01,1.225936871021986,0.022460298612713814,npu:6
resnet50,retinamnist,medical,2,oxford_pets,0.8985114097595215,0.8857998847961426,500,600,256,128,0.01,1.225936871021986,0.019259242340922356,npu:6
resnet50,retinamnist,medical,3,beans,0.8509615659713745,0.859375,500,600,256,128,0.01,1.2241552360355854,0.016582001000642776,npu:6
resnet50,retinamnist,medical,3,dtd,0.6143617630004883,0.6106382608413696,500,600,256,128,0.01,1.2241552360355854,0.020398834720253944,npu:6
resnet50,retinamnist,medical,3,eurosat,0.8876738548278809,0.8970370292663574,500,600,256,128,0.01,1.2241552360355854,0.020522356033325195,npu:6
resnet50,retinamnist,medical,3,flowers102,0.6078432202339172,0.6466000080108643,500,600,256,128,0.01,1.2241552360355854,0.02000841312110424,npu:6
resnet50,retinamnist,medical,3,food101,0.3861386179924011,0.41579997539520264,500,600,256,128,0.01,1.2241552360355854,0.024737179279327393,npu:6
resnet50,retinamnist,medical,3,gtsrb,0.6529006958007812,0.5662000179290771,500,600,256,128,0.01,1.2241552360355854,0.023178962990641594,npu:6
resnet50,retinamnist,medical,3,oxford_pets,0.9012178182601929,0.8822567462921143,500,600,256,128,0.01,1.2241552360355854,0.01989414170384407,npu:6
resnet50,retinamnist,medical,4,beans,0.8605769872665405,0.90625,500,600,256,128,0.01,1.227958219125867,0.01649254746735096,npu:6
resnet50,retinamnist,medical,4,dtd,0.6210106611251831,0.6063829660415649,500,600,256,128,0.01,1.227958219125867,0.01935667172074318,npu:6
resnet50,retinamnist,medical,4,eurosat,0.8996022939682007,0.897777795791626,500,600,256,128,0.01,1.227958219125867,0.022604281082749367,npu:6
resnet50,retinamnist,medical,4,flowers102,0.6029412746429443,0.6387999653816223,500,600,256,128,0.01,1.227958219125867,0.019596682861447334,npu:6
resnet50,retinamnist,medical,4,food101,0.3861386477947235,0.4169999957084656,500,600,256,128,0.01,1.227958219125867,0.023458926007151604,npu:6
resnet50,retinamnist,medical,4,gtsrb,0.6283186078071594,0.5583999752998352,500,600,256,128,0.01,1.227958219125867,0.02219047024846077,npu:6
resnet50,retinamnist,medical,4,oxford_pets,0.9025709629058838,0.8825292587280273,500,600,256,128,0.01,1.227958219125867,0.031201282516121864,npu:6
resnet50,stl10,general_vision,0,beans,0.8701924085617065,0.921875,500,600,256,128,0.01,1.2212591841816902,0.01642296090722084,npu:6
resnet50,stl10,general_vision,0,dtd,0.6223404407501221,0.6324467658996582,500,600,256,128,0.01,1.2212591841816902,0.018853258341550827,npu:6
resnet50,stl10,general_vision,0,eurosat,0.8946321606636047,0.898888885974884,500,600,256,128,0.01,1.2212591841816902,0.01989346370100975,npu:6
