encoder,overlap,budget,seeds,collapse_minus_rank_mean,collapse_minus_rank_std,collapse_win_count,collapse_tie_count,collapse_loss_count,collapse_win_rate,dpp_minus_rank_mean,dpp_minus_rank_std,dpp_win_count,dpp_tie_count,dpp_loss_count,dpp_win_rate
vit_b16,0.5,8,10,9.424179056255117,3.8910037522604353,10,0,0,1.0,6.108614490226387,3.2131292196967745,9,0,1,0.9
vit_b16,0.5,10,10,6.345406895066356,1.1121323370207328,10,0,0,1.0,6.1182971742658765,0.5746865181386565,10,0,0,1.0
vit_b16,0.75,3,10,62.81642661395692,48.96924501361313,9,1,0,0.9,66.41904546717424,49.06530868112658,10,0,0,1.0
vit_b16,0.75,5,10,19.633323926780758,17.381020891405537,7,1,2,0.7,24.623812189011858,17.011045517020154,10,0,0,1.0
vit_b16,0.75,8,10,12.144356685024729,5.908508332973128,9,1,0,0.9,8.771464863594804,4.569827265172336,10,0,0,1.0
vit_b16,0.75,10,10,8.015980385142848,1.45337516991942,10,0,0,1.0,8.852465978833493,0.4881158778397619,10,0,0,1.0
vit_b16,1.0,3,10,105.96064322621869,55.480114053683145,10,0,0,1.0,109.8608276977308,55.900339468984846,10,0,0,1.0
vit_b16,1.0,5,10,41.34510209449415,30.169175925413526,8,2,0,0.8,46.14672427544012,29.823877823894087,10,0,0,1.0
vit_b16,1.0,8,10,18.610770833581796,4.714037033814105,10,0,0,1.0,14.189659676964425,4.852600317267986,10,0,0,1.0
vit_b16,1.0,10,10,10.606345232542889,3.4392243236909747,10,0,0,1.0,12.008738869769342,0.3502191308653466,10,0,0,1.0
