method,shortlist_size,target,encoders,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,test_regret_vs_exhaustive_validation_selection_mean,removed_fraction_mean,best_candidate_family_recall_mean,top3_candidate_family_recall_mean,selected_family_count_mean,removed_family_fraction_mean
pool_vendi_subspace,3,eurosat,4,0.25,0.16666666666666666,0.0025933342820405603,0.1918343935146848,0.004814824461936956,0.8125,0.25,0.25,3.0,0.7692307692307692
pool_vendi_subspace,3,flowers102,4,0.25,0.25,0.007990195949872325,0.27728509109233085,0.0072999984025955145,0.8125,0.5,0.41666666666666663,3.0,0.7692307692307692
pool_vendi_subspace,3,food101,4,0.5,0.25,0.0026700011650721556,0.06320499107212733,0.0013899996876716586,0.8125,0.5,0.5833333333333333,3.0,0.7692307692307692
pool_vendi_subspace,3,gtsrb,4,0.25,0.16666666666666666,0.0048866667777299755,0.15952701368459843,0.008030000329017628,0.8125,0.25,0.41666666666666663,3.0,0.7692307692307692
pool_vendi_subspace,3,oxford_pets,4,0.25,0.41666666666666663,0.0009782603658412548,0.07132260864550662,0.000872167944908131,0.8125,0.75,0.7083333333333333,3.0,0.7692307692307692
pool_vendi_subspace,5,beans,4,0.75,0.5,0.0008704054497811753,0.03391957820821204,-0.004687500000000011,0.6875,0.75,0.6666666666666666,5.0,0.6153846153846154
pool_vendi_subspace,5,dtd,4,0.5,0.25,0.001852837602297458,0.06579016330388626,0.0027127683162689042,0.6875,0.5,0.375,5.0,0.6153846153846154
pool_vendi_subspace,5,eurosat,4,0.5,0.3333333333333333,0.0010566699099540666,0.07710163690077707,0.0020185202360153143,0.6875,0.5,0.4583333333333333,5.0,0.6153846153846154
pool_vendi_subspace,5,flowers102,4,0.25,0.41666666666666663,0.0020915051301320375,0.08508991905247616,0.0032399952411651667,0.6875,0.75,0.625,5.0,0.6153846153846154
pool_vendi_subspace,5,food101,4,1.0,0.41666666666666663,0.0,0.0,0.0,0.6875,1.0,0.75,5.0,0.6153846153846154
pool_vendi_subspace,5,gtsrb,4,0.25,0.25,0.003916667633851373,0.12268766124573702,0.009289997816085804,0.6875,0.25,0.5,5.0,0.6153846153846154
pool_vendi_subspace,5,oxford_pets,4,0.25,0.41666666666666663,0.0009782603658412548,0.07132260864550662,0.000872167944908131,0.6875,0.75,0.7083333333333333,5.0,0.6153846153846154
pool_vendi_subspace,8,beans,4,1.0,0.6666666666666666,0.0,0.0,0.0,0.5,1.0,0.8333333333333333,8.0,0.3846153846153846
