dataset,encoder,target_domain,budget,method,repeat,selected,selected_sample_count,selected_sample_ids_sha256,target_test_count,ridge_regularization,ridge_solver,evaluation_seconds,evaluation_cache_hit,squared_loss,brier_score,nll,accuracy,macro_f1,ece
pacs,resnet50,art_painting,3,random,15,cartoon__block_02|cartoon__block_03|sketch__block_02,2142,b5227b9a2db3e212364f302a1f7244a97437bae59691ba21fdbc543cd015cc8a,1415,1.0,primal,0.5300504490733147,0,0.4613505552496074,0.7421506174945991,1.6117821128935161,0.7462897526501767,0.7263634202778857,0.5339789946568629
pacs,resnet50,art_painting,3,random,16,cartoon__block_00|photo__block_02|sketch__block_00,2023,7385d3f886e48d8033eee218071a80ffca62fc3df7c2f210dd09596d75a8273a,1415,1.0,dual,0.5486829578876495,0,0.401729144317787,0.7268055675147477,1.5726436865378304,0.8042402826855124,0.7887326183365043,0.5852846471775863
pacs,resnet50,art_painting,3,random,17,cartoon__block_01|photo__block_01|photo__block_03,1411,97140b97174f0d6e1c1bd64cca0ba9f309443e715d36906036f619dac70f9b2d,1415,1.0,dual,0.313391475006938,0,0.3689199070955872,0.7234607424064065,1.5638930527303838,0.8296819787985866,0.8174059004575326,0.610862754401014
pacs,resnet50,art_painting,3,random,18,photo__block_01|sketch__block_01|sketch__block_02,2354,fa468ea729b41ba1c7d16778b3733a0269dab6968a8d4f6b15987a40c40b20a3,1415,1.0,primal,0.5207404624670744,0,0.5238151645056132,0.7585771200739843,1.6611051542619293,0.6784452296819788,0.6755386407033368,0.47279555823673153
pacs,resnet50,art_painting,3,random,19,cartoon__block_01|photo__block_00|sketch__block_03,1960,e2b712072ea282f36624bac4675f8bc9d0190b836a7124758bbf2d470ee5ceff,1415,1.0,dual,0.4912075363099575,0,0.38524958751876676,0.7217345956613394,1.5593871996211148,0.815547703180212,0.8023386039878967,0.594709720652711
pacs,resnet50,art_painting,3,second_moment_mmd,-1,cartoon__block_00|photo__block_00|photo__block_01,1444,9140a3a53fb366f15851d3fc3bd65dda6c3f4bda0cafbfaee7ac779c73ed8be9,1415,1.0,dual,0.31292171590030193,0,0.3860908672533968,0.7266228922412303,1.5718913503543468,0.8091872791519434,0.7978577753453314,0.5911597520237687
pacs,resnet50,art_painting,3,size,-1,sketch__block_00|sketch__block_01|sketch__block_02,2971,8b5fe2f1198f9eddccbe38598ca2cb8cfa236cf20ed08fb19aca04ec3c79964b,1415,1.0,primal,0.510324988514185,0,0.8488409626778133,0.8177393679354398,1.8237635651673387,0.4007067137809187,0.38204925599140627,0.2142849639578688
pacs,resnet50,art_painting,3,spectrum_rank_l,-1,cartoon__block_01|photo__block_03|sketch__block_02,1959,c8723713748f8b3ad7a814aee1bcbac598170f175f2781312bd9f9bd7e2eae37,1415,1.0,dual,0.49933553114533424,0,0.3826759233207241,0.7225142375123429,1.5616597257443356,0.8106007067137809,0.79560778156187,0.5903198415905315
pacs,resnet50,art_painting,3,target_a,-1,cartoon__block_00|photo__block_01|photo__block_03,1438,0b7076870d7d57b3a66837690c5db9256699a3af374cbf8d17f08bd2bbe07f0b,1415,1.0,dual,0.293017016723752,0,0.38369086080670406,0.7265969710803755,1.57211416286141,0.8113074204946996,0.798314736355262,0.5933020397890822
pacs,resnet50,art_painting,3,target_energy,-1,cartoon__block_00|cartoon__block_02|cartoon__block_03,1775,2d04e0d0cb50fffb1589d644d2ce76d6afc4b2201528392d481afa95074d097f,1415,1.0,dual,0.4213246200233698,0,0.4495225975885023,0.7414920262240177,1.6093681346517377,0.7625441696113074,0.745053712628273,0.5500157772988163
pacs,resnet50,art_painting,5,bayesian_d,-1,cartoon__block_00|cartoon__block_03|photo__block_00|photo__block_03|sketch__block_00,3083,c88c86420e5af3882cfe4b19a50898d12fc5887491f35ee1b0b7f056e0328b44,1415,1.0,primal,0.5037853550165892,0,0.37150924217181974,0.7132044011657539,1.5388020317598168,0.8226148409893993,0.8066693931187682,0.5967895306155402
pacs,resnet50,art_painting,5,collapse_4s,-1,cartoon__block_00|cartoon__block_03|sketch__block_00|sketch__block_01|sketch__block_02,4162,5ca6e699155d2bd2a3041f69362bf3e11687d7b745362e0390ea61d4e0090f4d,1415,1.0,primal,0.538455231115222,0,0.47835121512093937,0.7420445315110408,1.6112167031365239,0.7505300353356891,0.7295366899764952,0.5376281611457387
pacs,resnet50,art_painting,5,domain_balance,-1,cartoon__block_00|cartoon__block_03|photo__block_00|sketch__block_00|sketch__block_01,3632,8dd916ac79a557dd23458d875230c158e19059b8a1431a4766df297eac0e5211,1415,1.0,primal,0.5138165112584829,0,0.3853515497540863,0.7149958130545913,1.5432813269912775,0.8113074204946996,0.7971610379619901,0.5861432996267576
pacs,resnet50,art_painting,5,dpp_subspace,-1,cartoon__block_00|cartoon__block_03|photo__block_00|photo__block_01|sketch__block_00,3071,3c7fc6f57dc8c6c91797cfe58041604aec913c8e2c9eba53a22041ddfd7a9b4c,1415,1.0,primal,0.4931125324219465,0,0.37575203113400396,0.7146521128021047,1.542517092328216,0.815547703180212,0.8016658139082823,0.5905719767627885
