method,shortlist_size,target,encoders,best_candidate_recall_mean,top3_candidate_recall_mean,validation_regret_mean,normalized_validation_regret_mean,removed_fraction_mean,test_regret_vs_exhaustive_validation_selection_mean,best_candidate_family_recall_mean,top3_candidate_family_recall_mean,selected_family_count_mean,removed_family_fraction_mean
rank_l_gram,3,food101,4,0.75,0.9166666666666666,0.0002799992680549701,0.009206463043311993,0.8571428571428572,-0.0005499958992004617,0.75,0.9166666666666666,3.0,0.8235294117647058
rank_l_gram,3,gtsrb,4,0.75,0.41666666666666663,6.333466529845344e-05,0.0028701501709338436,0.8571428571428572,0.0013799965381622314,0.75,0.4583333333333333,3.0,0.8235294117647058
rank_l_gram,3,oxford_pets,4,0.5,0.6666666666666666,0.00047554192794621586,0.02510360988504881,0.8571428571428572,-0.0005314826965332198,0.5,0.6666666666666666,3.0,0.8235294117647058
rank_l_gram,5,beans,4,0.25,0.25,0.0016924543410712367,0.10179879943770857,0.7619047619047619,0.003515625000000022,0.25,0.3333333333333333,5.0,0.7058823529411764
rank_l_gram,5,dtd,4,1.0,0.8333333333333333,0.0,0.0,0.7619047619047619,0.0,1.0,0.9166666666666666,5.0,0.7058823529411764
rank_l_gram,5,eurosat,4,1.0,0.6666666666666666,0.0,0.0,0.7619047619047619,0.0,1.0,0.75,5.0,0.7058823529411764
rank_l_gram,5,flowers102,4,0.5,0.5833333333333333,0.0027287588516870798,0.04605786781216107,0.7619047619047619,0.003410002589225747,0.75,0.7083333333333333,5.0,0.7058823529411764
rank_l_gram,5,food101,4,0.75,0.9166666666666666,0.0002799992680549701,0.009206463043311993,0.7619047619047619,-0.0005499958992004617,1.0,1.0,5.0,0.7058823529411764
rank_l_gram,5,gtsrb,4,0.75,0.5,6.333466529845344e-05,0.0028701501709338436,0.7619047619047619,0.0013799965381622314,0.75,0.5416666666666666,5.0,0.7058823529411764
rank_l_gram,5,oxford_pets,4,0.5,0.75,0.00047554192794621586,0.02510360988504881,0.7619047619047619,-0.0005314826965332198,1.0,0.9166666666666666,5.0,0.7058823529411764
rank_l_gram,10,beans,4,0.5,0.41666666666666663,0.0013217263677902658,0.07024570723205523,0.5238095238095238,-0.0007812499999999833,1.0,0.7083333333333333,9.75,0.4264705882352941
rank_l_gram,10,dtd,4,1.0,0.9166666666666666,0.0,0.0,0.5238095238095238,0.0,1.0,1.0,9.75,0.4264705882352941
rank_l_gram,10,eurosat,4,1.0,0.75,0.0,0.0,0.5238095238095238,0.0,1.0,0.9166666666666666,9.75,0.4264705882352941
rank_l_gram,10,flowers102,4,0.5,0.8333333333333333,0.0027287588516870798,0.04605786781216107,0.5238095238095238,0.003410002589225747,1.0,1.0,9.75,0.4264705882352941
rank_l_gram,10,food101,4,0.75,0.9166666666666666,0.0002799992680549701,0.009206463043311993,0.5238095238095238,-0.0005499958992004617,1.0,1.0,9.75,0.4264705882352941
rank_l_gram,10,gtsrb,4,1.0,0.6666666666666666,0.0,0.0,0.5238095238095238,0.0,1.0,0.8333333333333333,9.75,0.4264705882352941
rank_l_gram,10,oxford_pets,4,0.5,0.75,0.00047554192794621586,0.02510360988504881,0.5238095238095238,-0.0005314826965332198,1.0,0.9166666666666666,9.75,0.4264705882352941
rank_only,3,beans,4,0.0,0.08333333333333333,0.004690522769241479,0.18690923507013563,0.8571428571428572,0.019140625000000022,0.0,0.08333333333333333,2.25,0.8676470588235294
rank_only,3,dtd,4,1.0,0.6666666666666666,0.0,0.0,0.8571428571428572,0.0,1.0,0.6666666666666666,2.25,0.8676470588235294
rank_only,3,eurosat,4,1.0,0.6666666666666666,0.0,0.0,0.8571428571428572,0.0,1.0,0.6666666666666666,2.25,0.8676470588235294
rank_only,3,flowers102,4,0.25,0.3333333333333333,0.0028921564420063828,0.07183102782664452,0.8571428571428572,0.003460007905960072,0.25,0.375,2.25,0.8676470588235294
rank_only,3,food101,4,0.75,0.6666666666666666,0.0002799992680549701,0.009206463043311993,0.8571428571428572,-0.0005499958992004617,0.75,0.6666666666666666,2.25,0.8676470588235294
rank_only,3,gtsrb,4,0.75,0.41666666666666663,6.333466529845344e-05,0.0028701501709338436,0.8571428571428572,0.0013799965381622314,0.75,0.4583333333333333,2.25,0.8676470588235294
rank_only,3,oxford_pets,4,0.5,0.6666666666666666,0.00047554192794621586,0.02510360988504881,0.8571428571428572,-0.0005314826965332198,0.5,0.6666666666666666,2.25,0.8676470588235294
rank_only,5,beans,4,0.25,0.25,0.0026756935681472305,0.11752159048230865,0.7619047619047619,0.007421875000000022,0.25,0.25,4.0,0.7647058823529411
rank_only,5,dtd,4,1.0,1.0,0.0,0.0,0.7619047619047619,0.0,1.0,1.0,4.0,0.7647058823529411
rank_only,5,eurosat,4,1.0,0.75,0.0,0.0,0.7619047619047619,0.0,1.0,0.75,4.0,0.7647058823529411
rank_only,5,flowers102,4,0.75,0.5833333333333333,0.0008496735493342122,0.01239275753243612,0.7619047619047619,0.002409997582435597,0.75,0.625,4.0,0.7647058823529411
rank_only,5,food101,4,1.0,1.0,0.0,0.0,0.7619047619047619,0.0,1.0,1.0,4.0,0.7647058823529411
rank_only,5,gtsrb,4,0.75,0.41666666666666663,6.333466529845344e-05,0.0028701501709338436,0.7619047619047619,0.0013799965381622314,0.75,0.4583333333333333,4.0,0.7647058823529411
rank_only,5,oxford_pets,4,0.75,0.75,0.0002536228228954551,0.015695053439440033,0.7619047619047619,-0.000245296955108637,0.75,0.75,4.0,0.7647058823529411
rank_only,10,beans,4,0.5,0.5,0.0012733710794045616,0.06670801580101791,0.5238095238095238,0.001953125,0.5,0.4583333333333333,7.25,0.5735294117647058
rank_only,10,dtd,4,1.0,1.0,0.0,0.0,0.5238095238095238,0.0,1.0,1.0,7.25,0.5735294117647058
rank_only,10,eurosat,4,1.0,0.75,0.0,0.0,0.5238095238095238,0.0,1.0,0.75,7.25,0.5735294117647058
rank_only,10,flowers102,4,0.75,0.6666666666666666,0.0008496735493342122,0.01239275753243612,0.5238095238095238,0.002409997582435597,0.75,0.7083333333333333,7.25,0.5735294117647058
rank_only,10,food101,4,1.0,1.0,0.0,0.0,0.5238095238095238,0.0,1.0,1.0,7.25,0.5735294117647058
rank_only,10,gtsrb,4,0.75,0.5833333333333333,6.333466529845344e-05,0.0028701501709338436,0.5238095238095238,0.0013799965381622314,0.75,0.625,7.25,0.5735294117647058
rank_only,10,oxford_pets,4,1.0,0.9166666666666666,0.0,0.0,0.5238095238095238,0.0,1.0,0.9166666666666666,7.25,0.5735294117647058
